ID,Workstation,DeskNumber,Floor
149960,Workstation-95,Desk-135,4
149961,Workstation-50,Desk-112,4
149968,Workstation-43,Desk-138,1
149969,Workstation-83,Desk-32,2
149977,Workstation-46,Desk-61,4
149978,Workstation-60,Desk-49,3
149981,Workstation-64,Desk-62,5
149984,Workstation-24,Desk-148,4
149986,Workstation-65,Desk-12,1
149992,Workstation-78,Desk-124,1
149995,Workstation-92,Desk-27,4
150000,Workstation-16,Desk-36,5
150006,Workstation-69,Desk-40,5
150022,Workstation-58,Desk-25,4
150023,Workstation-48,Desk-81,4
150029,Workstation-19,Desk-5,2
150032,Workstation-94,Desk-129,4
150042,Workstation-94,Desk-15,4
150043,Workstation-86,Desk-80,5
150044,Workstation-61,Desk-89,2
150046,Workstation-10,Desk-93,3
150059,Workstation-75,Desk-15,4
150061,Workstation-94,Desk-42,2
150066,Workstation-68,Desk-83,5
150068,Workstation-47,Desk-53,2
150076,Workstation-43,Desk-110,4
150077,Workstation-74,Desk-36,1
150078,Workstation-62,Desk-70,3
150079,Workstation-48,Desk-70,4
150085,Workstation-34,Desk-35,5
150093,Workstation-25,Desk-143,1
150096,Workstation-44,Desk-81,2
150101,Workstation-60,Desk-80,4
150104,Workstation-91,Desk-31,4
150106,Workstation-50,Desk-70,3
150110,Workstation-35,Desk-94,3
150112,Workstation-28,Desk-130,5
150127,Workstation-99,Desk-16,4
150129,Workstation-63,Desk-1,4
150131,Workstation-46,Desk-24,4
150138,Workstation-58,Desk-74,1
150140,Workstation-68,Desk-39,5
150145,Workstation-57,Desk-48,5
150149,Workstation-95,Desk-121,2
150160,Workstation-38,Desk-149,4
150165,Workstation-37,Desk-2,3
150173,Workstation-19,Desk-132,5
150178,Workstation-6,Desk-90,1
150181,Workstation-98,Desk-121,5
150198,Workstation-7,Desk-2,2
150201,Workstation-78,Desk-26,4
150205,Workstation-45,Desk-34,2
150210,Workstation-14,Desk-33,1
150213,Workstation-94,Desk-140,3
150214,Workstation-82,Desk-55,4
150217,Workstation-30,Desk-122,5
150256,Workstation-31,Desk-91,1
150259,Workstation-22,Desk-149,2
150261,Workstation-38,Desk-67,3
150269,Workstation-30,Desk-52,4
150278,Workstation-98,Desk-28,1
150279,Workstation-63,Desk-100,2
150285,Workstation-18,Desk-133,5
150286,Workstation-53,Desk-9,4
150290,Workstation-57,Desk-49,2
150293,Workstation-72,Desk-95,5
150298,Workstation-24,Desk-88,2
150300,Workstation-80,Desk-139,1
150302,Workstation-88,Desk-77,5
150312,Workstation-84,Desk-95,1
150314,Workstation-56,Desk-12,4
150321,Workstation-75,Desk-40,4
150322,Workstation-70,Desk-70,5
150328,Workstation-42,Desk-60,4
150330,Workstation-76,Desk-106,5
150331,Workstation-14,Desk-21,5
150332,Workstation-44,Desk-16,2
150339,Workstation-25,Desk-102,2
150342,Workstation-60,Desk-140,5
150344,Workstation-98,Desk-48,5
150346,Workstation-70,Desk-54,1
150350,Workstation-34,Desk-18,4
150351,Workstation-42,Desk-33,2
150363,Workstation-11,Desk-118,5
150364,Workstation-76,Desk-33,3
150372,Workstation-8,Desk-71,3
150374,Workstation-95,Desk-116,1
150377,Workstation-59,Desk-77,5
150380,Workstation-30,Desk-124,4
150388,Workstation-95,Desk-137,4
150401,Workstation-27,Desk-21,1
150404,Workstation-86,Desk-15,3
150406,Workstation-60,Desk-1,4
150410,Workstation-12,Desk-91,4
150413,Workstation-38,Desk-10,4
150415,Workstation-57,Desk-97,5
150416,Workstation-16,Desk-1,2
150420,Workstation-57,Desk-105,1
150423,Workstation-91,Desk-95,3
150426,Workstation-34,Desk-95,3
150430,Workstation-78,Desk-102,5
150433,Workstation-68,Desk-65,5
150437,Workstation-55,Desk-64,4
150438,Workstation-48,Desk-136,5
150446,Workstation-98,Desk-15,2
150449,Workstation-44,Desk-79,3
150462,Workstation-23,Desk-28,3
150478,Workstation-55,Desk-111,4
150479,Workstation-50,Desk-145,1
150484,Workstation-30,Desk-128,3
150488,Workstation-21,Desk-102,1
150489,Workstation-20,Desk-40,1
150493,Workstation-69,Desk-69,2
150500,Workstation-51,Desk-127,5
150504,Workstation-92,Desk-98,3
150506,Workstation-63,Desk-25,2
150519,Workstation-87,Desk-19,1
150527,Workstation-1,Desk-64,3
150529,Workstation-30,Desk-31,5
150540,Workstation-47,Desk-115,1
150542,Workstation-3,Desk-109,4
150548,Workstation-72,Desk-134,5
150550,Workstation-62,Desk-122,5
150554,Workstation-100,Desk-49,1
150570,Workstation-73,Desk-22,4
150574,Workstation-66,Desk-29,5
150584,Workstation-55,Desk-61,2
150588,Workstation-39,Desk-33,1
150589,Workstation-95,Desk-88,3
150590,Workstation-30,Desk-17,3
150592,Workstation-21,Desk-71,3
150594,Workstation-83,Desk-107,4
150597,Workstation-21,Desk-58,2
150606,Workstation-54,Desk-34,1
150613,Workstation-21,Desk-27,3
150617,Workstation-56,Desk-39,4
150620,Workstation-50,Desk-87,2
150623,Workstation-33,Desk-19,5
150634,Workstation-53,Desk-76,3
150639,Workstation-27,Desk-132,1
150643,Workstation-72,Desk-65,2
150647,Workstation-100,Desk-103,5
150648,Workstation-75,Desk-81,3
150658,Workstation-46,Desk-42,5
150660,Workstation-3,Desk-1,2
150663,Workstation-7,Desk-43,3
150669,Workstation-61,Desk-46,4
150670,Workstation-46,Desk-2,5
150677,Workstation-53,Desk-44,1
150680,Workstation-96,Desk-89,4
150682,Workstation-96,Desk-81,5
150684,Workstation-43,Desk-1,4
150687,Workstation-98,Desk-45,4
150688,Workstation-1,Desk-110,2
150689,Workstation-13,Desk-129,1
150693,Workstation-93,Desk-43,1
150700,Workstation-46,Desk-107,1
150702,Workstation-39,Desk-55,1
150703,Workstation-95,Desk-3,1
150705,Workstation-27,Desk-139,2
150719,Workstation-3,Desk-126,5
150724,Workstation-20,Desk-74,1
150725,Workstation-9,Desk-72,5
150726,Workstation-36,Desk-86,3
150734,Workstation-66,Desk-62,2
150737,Workstation-60,Desk-74,1
150740,Workstation-49,Desk-4,1
150743,Workstation-88,Desk-59,4
150748,Workstation-68,Desk-3,2
150751,Workstation-33,Desk-22,4
150757,Workstation-98,Desk-149,4
150760,Workstation-21,Desk-1,3
150771,Workstation-53,Desk-27,3
150775,Workstation-77,Desk-86,4
150779,Workstation-83,Desk-69,2
150789,Workstation-98,Desk-143,1
150792,Workstation-2,Desk-63,3
150794,Workstation-20,Desk-150,2
150800,Workstation-67,Desk-28,4
150804,Workstation-90,Desk-125,1
150807,Workstation-44,Desk-121,2
150814,Workstation-70,Desk-110,5
150816,Workstation-49,Desk-108,3
150823,Workstation-74,Desk-59,1
150831,Workstation-27,Desk-47,3
150836,Workstation-37,Desk-101,1
150837,Workstation-73,Desk-120,2
150848,Workstation-74,Desk-14,3
150852,Workstation-43,Desk-23,2
150857,Workstation-90,Desk-114,2
150863,Workstation-97,Desk-118,5
150864,Workstation-71,Desk-62,4
150871,Workstation-4,Desk-128,1
150873,Workstation-52,Desk-91,4
150876,Workstation-89,Desk-89,3
150886,Workstation-18,Desk-90,1
150894,Workstation-67,Desk-105,4
150898,Workstation-25,Desk-139,3
150899,Workstation-20,Desk-2,2
150902,Workstation-28,Desk-63,5
150906,Workstation-19,Desk-98,2
150910,Workstation-71,Desk-13,5
150919,Workstation-42,Desk-33,1
150925,Workstation-14,Desk-122,4
150932,Workstation-45,Desk-97,5
150933,Workstation-35,Desk-143,2
150945,Workstation-74,Desk-110,4
150949,Workstation-47,Desk-113,3
150954,Workstation-68,Desk-142,1
150956,Workstation-17,Desk-85,5
150957,Workstation-22,Desk-64,1
150977,Workstation-13,Desk-101,2
150985,Workstation-57,Desk-49,1
151001,Workstation-17,Desk-135,2
151004,Workstation-10,Desk-108,3
151005,Workstation-14,Desk-80,3
151008,Workstation-71,Desk-99,2
151017,Workstation-90,Desk-93,2
151025,Workstation-80,Desk-98,5
151027,Workstation-12,Desk-59,4
151028,Workstation-76,Desk-49,2
151030,Workstation-87,Desk-33,1
151034,Workstation-81,Desk-133,5
151035,Workstation-77,Desk-18,5
151041,Workstation-93,Desk-52,5
151043,Workstation-98,Desk-132,4
151055,Workstation-72,Desk-111,4
151063,Workstation-92,Desk-105,4
151064,Workstation-2,Desk-115,3
151069,Workstation-65,Desk-132,4
151071,Workstation-92,Desk-8,1
151074,Workstation-20,Desk-136,1
151077,Workstation-63,Desk-40,4
151086,Workstation-37,Desk-111,3
151087,Workstation-3,Desk-30,5
151088,Workstation-48,Desk-6,2
151098,Workstation-92,Desk-124,2
151103,Workstation-9,Desk-149,5
151110,Workstation-58,Desk-105,1
151111,Workstation-35,Desk-53,5
151118,Workstation-68,Desk-125,5
151121,Workstation-66,Desk-41,1
151129,Workstation-29,Desk-103,5
151130,Workstation-55,Desk-39,1
151135,Workstation-54,Desk-136,1
151136,Workstation-41,Desk-18,1
151141,Workstation-48,Desk-139,4
151149,Workstation-90,Desk-105,4
151154,Workstation-57,Desk-85,5
151156,Workstation-93,Desk-3,5
151157,Workstation-27,Desk-75,5
151160,Workstation-86,Desk-28,1
151170,Workstation-54,Desk-7,4
151180,Workstation-69,Desk-11,4
151183,Workstation-13,Desk-77,3
151187,Workstation-12,Desk-26,1
151191,Workstation-93,Desk-34,5
151194,Workstation-66,Desk-146,5
151196,Workstation-96,Desk-101,4
151200,Workstation-86,Desk-132,3
151202,Workstation-36,Desk-70,4
151207,Workstation-72,Desk-43,4
151216,Workstation-68,Desk-95,1
151217,Workstation-96,Desk-104,4
151225,Workstation-36,Desk-58,1
151228,Workstation-96,Desk-42,4
151229,Workstation-40,Desk-144,5
151230,Workstation-12,Desk-13,4
151235,Workstation-70,Desk-146,3
151239,Workstation-37,Desk-61,5
151243,Workstation-1,Desk-43,1
151251,Workstation-86,Desk-94,5
151253,Workstation-39,Desk-86,1
151256,Workstation-9,Desk-24,2
151260,Workstation-26,Desk-92,2
151265,Workstation-89,Desk-118,3
151267,Workstation-67,Desk-124,2
151278,Workstation-67,Desk-146,3
151286,Workstation-57,Desk-43,4
151298,Workstation-67,Desk-2,4
151300,Workstation-93,Desk-81,1
151306,Workstation-16,Desk-132,2
151309,Workstation-89,Desk-16,3
151311,Workstation-41,Desk-83,3
151317,Workstation-9,Desk-24,5
151324,Workstation-8,Desk-118,5
151329,Workstation-22,Desk-29,3
151342,Workstation-56,Desk-97,1
151343,Workstation-2,Desk-106,4
151345,Workstation-16,Desk-16,2
151351,Workstation-56,Desk-81,2
151352,Workstation-84,Desk-55,3
151353,Workstation-24,Desk-69,3
151366,Workstation-59,Desk-79,2
151370,Workstation-100,Desk-127,3
151375,Workstation-62,Desk-29,3
151379,Workstation-9,Desk-15,2
151380,Workstation-73,Desk-99,4
151386,Workstation-86,Desk-45,4
151389,Workstation-17,Desk-84,4
151392,Workstation-60,Desk-10,4
151393,Workstation-70,Desk-78,5
151397,Workstation-58,Desk-107,2
151398,Workstation-14,Desk-75,5
151407,Workstation-95,Desk-106,1
151414,Workstation-41,Desk-47,2
151416,Workstation-55,Desk-134,3
151417,Workstation-5,Desk-67,5
151421,Workstation-62,Desk-71,1
151430,Workstation-31,Desk-112,2
151433,Workstation-15,Desk-116,1
151436,Workstation-89,Desk-125,1
151437,Workstation-57,Desk-20,2
151438,Workstation-83,Desk-2,1
151445,Workstation-29,Desk-34,1
151468,Workstation-20,Desk-112,1
151470,Workstation-6,Desk-93,5
151474,Workstation-22,Desk-91,3
151482,Workstation-71,Desk-60,4
151487,Workstation-54,Desk-119,4
151491,Workstation-55,Desk-128,4
151497,Workstation-12,Desk-98,5
151505,Workstation-21,Desk-104,5
151506,Workstation-44,Desk-136,2
151509,Workstation-39,Desk-102,4
151521,Workstation-5,Desk-18,1
151522,Workstation-3,Desk-61,1
151534,Workstation-62,Desk-131,4
151535,Workstation-6,Desk-20,5
151540,Workstation-28,Desk-69,5
151545,Workstation-65,Desk-12,2
151548,Workstation-34,Desk-23,1
151556,Workstation-62,Desk-149,5
151560,Workstation-92,Desk-132,3
151562,Workstation-43,Desk-70,3
151563,Workstation-96,Desk-139,1
151565,Workstation-57,Desk-77,5
151571,Workstation-63,Desk-131,5
151599,Workstation-66,Desk-140,5
151601,Workstation-64,Desk-149,5
151606,Workstation-55,Desk-139,2
151618,Workstation-79,Desk-52,4
151620,Workstation-14,Desk-17,2
151621,Workstation-81,Desk-100,2
151623,Workstation-93,Desk-30,2
151625,Workstation-4,Desk-47,5
151633,Workstation-93,Desk-117,3
151635,Workstation-60,Desk-111,1
151637,Workstation-24,Desk-113,5
151646,Workstation-20,Desk-90,2
151652,Workstation-42,Desk-125,4
151659,Workstation-93,Desk-136,3
151661,Workstation-16,Desk-14,2
151665,Workstation-5,Desk-122,2
151666,Workstation-65,Desk-141,2
151669,Workstation-50,Desk-140,3
151681,Workstation-3,Desk-67,2
151682,Workstation-88,Desk-3,3
151687,Workstation-63,Desk-31,3
151692,Workstation-52,Desk-129,4
151701,Workstation-21,Desk-74,1
151702,Workstation-96,Desk-106,5
151703,Workstation-29,Desk-8,1
151709,Workstation-32,Desk-143,4
151710,Workstation-33,Desk-40,4
151712,Workstation-100,Desk-130,3
151714,Workstation-76,Desk-54,1
151719,Workstation-82,Desk-90,5
151725,Workstation-5,Desk-30,5
151739,Workstation-1,Desk-28,4
151740,Workstation-91,Desk-10,3
151750,Workstation-63,Desk-116,5
151757,Workstation-66,Desk-149,1
151765,Workstation-19,Desk-115,4
151766,Workstation-46,Desk-4,5
151790,Workstation-26,Desk-145,2
151794,Workstation-65,Desk-2,2
151799,Workstation-81,Desk-77,2
151808,Workstation-14,Desk-138,2
151815,Workstation-41,Desk-60,2
151816,Workstation-37,Desk-101,2
151818,Workstation-44,Desk-16,4
151819,Workstation-47,Desk-37,1
151820,Workstation-9,Desk-32,2
151821,Workstation-44,Desk-1,5
151827,Workstation-24,Desk-41,4
151830,Workstation-14,Desk-18,4
151837,Workstation-54,Desk-125,5
151839,Workstation-93,Desk-114,5
151854,Workstation-19,Desk-34,1
151862,Workstation-2,Desk-66,4
151864,Workstation-72,Desk-122,1
151867,Workstation-50,Desk-41,5
151871,Workstation-34,Desk-114,3
151878,Workstation-23,Desk-13,4
151880,Workstation-63,Desk-50,4
151881,Workstation-98,Desk-51,2
151882,Workstation-57,Desk-132,3
151883,Workstation-72,Desk-121,2
151887,Workstation-5,Desk-16,4
151890,Workstation-14,Desk-82,5
151894,Workstation-16,Desk-149,4
151896,Workstation-45,Desk-22,1
151904,Workstation-10,Desk-143,3
151910,Workstation-65,Desk-81,4
151913,Workstation-81,Desk-142,2
151915,Workstation-14,Desk-121,4
151916,Workstation-55,Desk-73,1
151918,Workstation-51,Desk-31,3
151920,Workstation-61,Desk-36,1
151923,Workstation-38,Desk-5,1
151926,Workstation-64,Desk-146,3
151929,Workstation-37,Desk-125,1
151935,Workstation-41,Desk-99,2
151937,Workstation-75,Desk-126,2
151938,Workstation-14,Desk-128,1
151940,Workstation-58,Desk-101,5
151945,Workstation-59,Desk-124,2
151958,Workstation-94,Desk-13,4
151959,Workstation-3,Desk-60,2
151961,Workstation-29,Desk-52,5
151966,Workstation-57,Desk-34,5
151968,Workstation-86,Desk-7,5
151975,Workstation-46,Desk-86,5
151980,Workstation-16,Desk-84,4
151983,Workstation-68,Desk-2,5
151985,Workstation-67,Desk-115,5
152001,Workstation-29,Desk-56,2
152008,Workstation-99,Desk-15,3
152010,Workstation-65,Desk-115,2
152030,Workstation-17,Desk-120,1
152035,Workstation-33,Desk-15,5
152037,Workstation-50,Desk-144,5
152042,Workstation-91,Desk-148,3
152043,Workstation-40,Desk-47,2
152045,Workstation-77,Desk-3,1
152049,Workstation-24,Desk-150,1
152055,Workstation-96,Desk-136,2
152057,Workstation-54,Desk-125,1
152062,Workstation-42,Desk-51,4
152070,Workstation-85,Desk-144,4
152077,Workstation-39,Desk-48,3
152082,Workstation-83,Desk-66,1
152087,Workstation-25,Desk-105,5
152090,Workstation-20,Desk-54,3
152094,Workstation-73,Desk-117,4
152097,Workstation-85,Desk-32,3
152098,Workstation-76,Desk-73,3
152104,Workstation-66,Desk-139,2
152121,Workstation-93,Desk-25,5
152123,Workstation-11,Desk-149,2
152124,Workstation-63,Desk-85,4
152129,Workstation-29,Desk-33,3
152139,Workstation-17,Desk-122,5
152145,Workstation-57,Desk-79,1
152159,Workstation-36,Desk-148,5
152164,Workstation-9,Desk-39,3
152165,Workstation-36,Desk-42,5
152166,Workstation-70,Desk-20,5
152170,Workstation-17,Desk-44,4
152172,Workstation-82,Desk-42,1
152204,Workstation-72,Desk-66,5
152208,Workstation-9,Desk-32,3
152213,Workstation-51,Desk-120,3
152224,Workstation-39,Desk-90,4
152228,Workstation-13,Desk-33,3
152239,Workstation-14,Desk-138,3
152246,Workstation-38,Desk-54,3
152262,Workstation-83,Desk-8,1
152268,Workstation-39,Desk-73,2
152271,Workstation-59,Desk-19,1
152277,Workstation-20,Desk-121,3
152278,Workstation-80,Desk-39,1
152281,Workstation-37,Desk-32,1
152285,Workstation-50,Desk-36,4
152286,Workstation-85,Desk-44,5
152293,Workstation-60,Desk-125,2
152299,Workstation-31,Desk-72,4
152300,Workstation-71,Desk-139,2
152317,Workstation-24,Desk-146,1
152321,Workstation-87,Desk-125,3
152323,Workstation-69,Desk-139,5
152324,Workstation-86,Desk-33,3
152328,Workstation-56,Desk-105,4
152342,Workstation-97,Desk-42,1
152346,Workstation-45,Desk-30,2
152364,Workstation-74,Desk-12,5
152366,Workstation-87,Desk-14,1
152367,Workstation-51,Desk-119,2
152368,Workstation-27,Desk-103,5
152369,Workstation-89,Desk-104,1
152372,Workstation-39,Desk-84,4
152376,Workstation-62,Desk-67,4
152380,Workstation-47,Desk-43,1
152384,Workstation-17,Desk-120,4
152395,Workstation-17,Desk-134,4
152398,Workstation-52,Desk-140,4
152401,Workstation-71,Desk-125,3
152402,Workstation-59,Desk-92,3
152405,Workstation-85,Desk-10,4
152406,Workstation-21,Desk-85,5
152415,Workstation-71,Desk-47,2
152418,Workstation-29,Desk-128,5
152419,Workstation-96,Desk-143,4
152425,Workstation-14,Desk-70,1
152432,Workstation-80,Desk-55,4
152433,Workstation-85,Desk-37,1
152434,Workstation-81,Desk-38,1
152440,Workstation-90,Desk-81,5
152441,Workstation-82,Desk-26,3
152448,Workstation-19,Desk-101,3
152460,Workstation-51,Desk-70,4
152461,Workstation-21,Desk-53,2
152462,Workstation-53,Desk-88,1
152468,Workstation-37,Desk-40,3
152475,Workstation-70,Desk-74,3
152480,Workstation-70,Desk-58,4
152489,Workstation-67,Desk-27,5
152490,Workstation-79,Desk-55,4
152494,Workstation-54,Desk-92,4
152502,Workstation-64,Desk-148,5
152507,Workstation-84,Desk-111,2
152512,Workstation-75,Desk-116,1
152521,Workstation-64,Desk-67,2
152524,Workstation-29,Desk-109,2
152527,Workstation-30,Desk-50,1
152532,Workstation-21,Desk-46,5
152541,Workstation-39,Desk-20,1
152544,Workstation-90,Desk-102,3
152547,Workstation-6,Desk-142,3
152554,Workstation-85,Desk-75,5
152562,Workstation-65,Desk-134,4
152563,Workstation-57,Desk-15,5
152564,Workstation-91,Desk-144,3
152568,Workstation-21,Desk-67,4
152569,Workstation-33,Desk-73,4
152576,Workstation-39,Desk-84,2
152590,Workstation-3,Desk-120,3
152597,Workstation-23,Desk-111,1
152600,Workstation-54,Desk-60,5
152608,Workstation-27,Desk-27,1
152622,Workstation-90,Desk-7,3
152641,Workstation-33,Desk-86,4
152645,Workstation-61,Desk-107,5
152646,Workstation-4,Desk-62,5
152648,Workstation-9,Desk-74,4
152652,Workstation-43,Desk-96,2
152657,Workstation-24,Desk-140,5
152659,Workstation-81,Desk-146,4
152666,Workstation-89,Desk-19,4
152667,Workstation-86,Desk-145,4
152685,Workstation-42,Desk-37,4
152687,Workstation-9,Desk-120,4
152688,Workstation-63,Desk-135,5
152689,Workstation-84,Desk-7,5
152691,Workstation-47,Desk-23,2
152695,Workstation-23,Desk-9,5
152704,Workstation-58,Desk-17,2
152705,Workstation-39,Desk-100,3
152706,Workstation-75,Desk-82,2
152713,Workstation-98,Desk-136,4
152716,Workstation-23,Desk-12,1
152720,Workstation-55,Desk-102,1
152725,Workstation-25,Desk-57,5
152726,Workstation-98,Desk-55,1
152729,Workstation-62,Desk-26,3
152730,Workstation-86,Desk-27,3
152733,Workstation-22,Desk-7,3
152736,Workstation-42,Desk-44,1
152742,Workstation-4,Desk-78,2
152745,Workstation-44,Desk-125,1
152759,Workstation-55,Desk-37,1
152767,Workstation-76,Desk-145,5
152770,Workstation-26,Desk-141,3
152782,Workstation-57,Desk-140,2
152787,Workstation-73,Desk-86,3
152789,Workstation-5,Desk-107,1
152803,Workstation-29,Desk-19,1
152816,Workstation-5,Desk-21,2
152819,Workstation-8,Desk-29,5
152838,Workstation-56,Desk-35,4
152840,Workstation-94,Desk-55,1
152843,Workstation-83,Desk-55,5
152849,Workstation-63,Desk-123,5
152850,Workstation-65,Desk-114,5
152854,Workstation-5,Desk-61,1
152855,Workstation-40,Desk-62,4
152856,Workstation-37,Desk-48,1
152858,Workstation-31,Desk-134,2
152862,Workstation-54,Desk-52,2
152863,Workstation-3,Desk-59,4
152865,Workstation-93,Desk-30,1
152869,Workstation-36,Desk-10,4
152871,Workstation-17,Desk-118,1
152873,Workstation-71,Desk-44,5
152877,Workstation-60,Desk-71,5
152878,Workstation-14,Desk-144,3
152881,Workstation-56,Desk-123,4
152888,Workstation-52,Desk-14,2
152891,Workstation-77,Desk-49,5
152898,Workstation-15,Desk-140,1
152915,Workstation-71,Desk-45,4
152916,Workstation-19,Desk-106,5
152917,Workstation-24,Desk-108,4
152921,Workstation-66,Desk-146,2
152923,Workstation-69,Desk-57,4
152929,Workstation-81,Desk-87,4
152932,Workstation-18,Desk-49,4
152934,Workstation-46,Desk-110,5
152936,Workstation-69,Desk-103,2
152937,Workstation-98,Desk-91,2
152944,Workstation-23,Desk-120,5
152975,Workstation-95,Desk-35,3
152977,Workstation-62,Desk-37,1
152978,Workstation-54,Desk-123,4
152979,Workstation-96,Desk-113,4
152980,Workstation-43,Desk-109,2
152981,Workstation-62,Desk-75,5
152982,Workstation-1,Desk-62,2
152983,Workstation-70,Desk-22,3
152987,Workstation-9,Desk-4,5
152990,Workstation-83,Desk-78,2
152992,Workstation-74,Desk-58,5
152993,Workstation-25,Desk-47,1
152997,Workstation-37,Desk-76,2
153001,Workstation-25,Desk-116,2
153006,Workstation-29,Desk-14,3
153007,Workstation-57,Desk-44,5
153020,Workstation-35,Desk-45,4
153024,Workstation-48,Desk-88,2
153031,Workstation-22,Desk-93,2
153032,Workstation-95,Desk-73,1
153035,Workstation-21,Desk-103,4
153036,Workstation-35,Desk-129,2
153044,Workstation-3,Desk-62,4
153047,Workstation-64,Desk-31,4
153051,Workstation-87,Desk-114,3
153054,Workstation-98,Desk-77,3
153064,Workstation-16,Desk-88,3
153074,Workstation-44,Desk-110,1
153078,Workstation-27,Desk-26,2
153085,Workstation-45,Desk-35,5
153086,Workstation-56,Desk-146,3
153092,Workstation-13,Desk-29,4
153093,Workstation-43,Desk-56,1
153097,Workstation-28,Desk-83,1
153100,Workstation-31,Desk-90,5
153101,Workstation-60,Desk-58,4
153103,Workstation-40,Desk-101,3
153104,Workstation-46,Desk-117,5
153109,Workstation-60,Desk-137,2
153114,Workstation-31,Desk-139,2
153120,Workstation-89,Desk-115,4
153125,Workstation-24,Desk-75,3
153134,Workstation-39,Desk-25,4
153148,Workstation-53,Desk-143,2
153151,Workstation-62,Desk-145,4
153163,Workstation-50,Desk-128,5
153169,Workstation-11,Desk-49,5
153170,Workstation-33,Desk-134,1
153177,Workstation-26,Desk-121,1
153179,Workstation-51,Desk-117,1
153181,Workstation-45,Desk-140,4
153187,Workstation-43,Desk-39,3
153193,Workstation-55,Desk-18,1
153195,Workstation-41,Desk-8,3
153197,Workstation-17,Desk-76,2
153198,Workstation-77,Desk-92,3
153205,Workstation-92,Desk-101,5
153206,Workstation-59,Desk-106,5
153209,Workstation-6,Desk-54,3
153210,Workstation-39,Desk-65,5
153211,Workstation-32,Desk-48,4
153217,Workstation-9,Desk-114,1
153218,Workstation-71,Desk-133,5
153224,Workstation-98,Desk-113,2
153226,Workstation-48,Desk-55,2
153228,Workstation-100,Desk-1,2
153233,Workstation-79,Desk-75,3
153235,Workstation-67,Desk-32,3
153241,Workstation-94,Desk-146,5
153243,Workstation-51,Desk-26,1
153248,Workstation-93,Desk-10,5
153252,Workstation-17,Desk-138,2
153264,Workstation-26,Desk-93,4
153268,Workstation-13,Desk-15,2
153271,Workstation-35,Desk-22,4
153272,Workstation-31,Desk-45,2
153283,Workstation-70,Desk-46,3
153288,Workstation-5,Desk-49,3
153293,Workstation-29,Desk-51,2
153297,Workstation-42,Desk-53,2
153301,Workstation-72,Desk-141,4
153306,Workstation-1,Desk-13,2
153309,Workstation-100,Desk-146,2
153314,Workstation-79,Desk-4,5
153315,Workstation-75,Desk-143,1
153327,Workstation-36,Desk-58,4
153330,Workstation-76,Desk-48,1
153332,Workstation-72,Desk-46,1
153346,Workstation-12,Desk-115,5
153351,Workstation-73,Desk-97,3
153357,Workstation-11,Desk-13,2
153358,Workstation-60,Desk-84,1
153360,Workstation-18,Desk-66,1
153372,Workstation-42,Desk-44,4
153374,Workstation-34,Desk-78,5
153379,Workstation-69,Desk-57,3
153384,Workstation-24,Desk-84,3
153391,Workstation-83,Desk-137,3
153399,Workstation-58,Desk-147,4
153403,Workstation-47,Desk-34,2
153411,Workstation-100,Desk-148,2
153415,Workstation-90,Desk-29,2
153417,Workstation-25,Desk-81,4
153419,Workstation-42,Desk-79,1
153426,Workstation-86,Desk-13,4
153428,Workstation-38,Desk-110,3
153429,Workstation-67,Desk-38,3
153435,Workstation-90,Desk-88,5
153444,Workstation-5,Desk-138,3
153445,Workstation-40,Desk-73,4
153446,Workstation-20,Desk-125,2
153448,Workstation-36,Desk-30,1
153449,Workstation-87,Desk-61,1
153450,Workstation-70,Desk-76,3
153453,Workstation-67,Desk-127,2
153460,Workstation-18,Desk-72,1
153461,Workstation-79,Desk-122,3
153464,Workstation-53,Desk-141,1
153467,Workstation-10,Desk-122,5
153468,Workstation-93,Desk-26,1
153469,Workstation-12,Desk-64,1
153473,Workstation-39,Desk-52,2
153474,Workstation-49,Desk-66,1
153475,Workstation-75,Desk-124,3
153477,Workstation-2,Desk-104,1
153478,Workstation-44,Desk-35,4
153479,Workstation-88,Desk-146,1
153482,Workstation-99,Desk-60,1
153495,Workstation-36,Desk-70,5
153501,Workstation-25,Desk-110,3
153507,Workstation-61,Desk-89,3
153520,Workstation-68,Desk-39,4
153528,Workstation-64,Desk-29,1
153538,Workstation-24,Desk-125,4
153541,Workstation-67,Desk-122,5
153545,Workstation-7,Desk-119,2
153562,Workstation-50,Desk-138,2
153565,Workstation-89,Desk-91,2
153573,Workstation-69,Desk-105,3
153579,Workstation-8,Desk-32,4
153583,Workstation-63,Desk-139,2
153591,Workstation-24,Desk-60,2
153599,Workstation-46,Desk-134,4
153611,Workstation-37,Desk-1,4
153613,Workstation-34,Desk-109,3
153614,Workstation-95,Desk-128,1
153616,Workstation-6,Desk-68,5
153624,Workstation-41,Desk-83,4
153627,Workstation-68,Desk-150,1
153634,Workstation-35,Desk-116,3
153641,Workstation-96,Desk-21,4
153644,Workstation-11,Desk-142,4
153666,Workstation-54,Desk-28,3
153681,Workstation-21,Desk-41,2
153682,Workstation-98,Desk-46,4
153689,Workstation-71,Desk-127,3
153690,Workstation-62,Desk-93,3
153699,Workstation-7,Desk-23,5
153706,Workstation-69,Desk-84,2
153707,Workstation-94,Desk-44,3
153715,Workstation-48,Desk-54,3
153725,Workstation-79,Desk-42,3
153727,Workstation-30,Desk-57,1
153728,Workstation-93,Desk-133,5
